0,0.001773891388438642
1,0.000776358530856669
2,0.0006098170415498316
3,0.000503098126500845
4,0.00040541260386817157
5,0.0003203300293534994
6,0.0004377517616376281
7,0.0003384276933502406
8,0.0002910938928835094
9,0.00019168786820955575
10,0.0001719535794109106
11,0.00014614337123930454
12,0.00015865602472331375
13,0.00016843157936818898
14,0.00015765729767736048
15,0.00013187825970817357
16,0.00012956574209965765
17,0.0001012790817185305
18,6.605587259400636e-05
19,7.831837865523994e-05
20,6.848744669696316e-05
21,7.520280632888898e-05
22,5.832859460497275e-05
23,6.45804320811294e-05
24,7.642251875950024e-05
25,4.8262376367347315e-05
26,7.416863081743941e-05
27,6.222999945748597e-05
28,5.6810782552929595e-05
29,3.8760234019719064e-05
30,3.131750418106094e-05
31,4.127810097998008e-05
32,2.9525046556955203e-05
33,3.7041445466456935e-05
34,5.693842103937641e-05
35,6.290722376434132e-05
36,5.656198845827021e-05
37,6.429020868381485e-05
38,0.00010280215064994991
39,7.873415597714484e-05
40,6.721023237332702e-05
41,5.0964947149623185e-05
42,7.73698920966126e-05
43,7.664275472052395e-05
44,4.0160466596717015e-05
45,3.135595397907309e-05
46,4.190971594653092e-05
47,3.985510556958616e-05
48,3.2842872315086424e-05
49,4.1218001570086926e-05
50,4.757275019073859e-05
51,2.3602575311088003e-05
52,4.035074380226433e-05
53,4.1453386074863374e-05
54,6.090390161261894e-05
55,7.415661093546078e-05
56,5.9441816119942814e-05
57,6.784543802496046e-05
58,4.461296703084372e-05
59,3.7131045246496797e-05
60,9.691700688563287e-05
61,5.452085315482691e-05
62,4.279898712411523e-05
63,8.670420356793329e-05
64,4.6494627895299345e-05
65,3.5679528082255274e-05
66,3.05783687508665e-05
67,6.691407907055691e-05
68,3.966909571317956e-05
69,3.7714755308115855e-05
70,3.217521225451492e-05
71,4.375731077743694e-05
72,4.4242242438485846e-05
73,2.2422900656238198e-05
74,2.762064650596585e-05
75,4.347879803390242e-05
76,1.880595118564088e-05
77,2.0536783267743886e-05
78,3.127671152469702e-05
79,4.0900798921938986e-05
80,4.382553379400633e-05
81,1.5571909898426384e-05
82,5.8468714996706694e-05
83,1.791911927284673e-05
84,1.7295562429353595e-05
85,2.996327202708926e-05
86,2.7111833333037794e-05
87,2.9024702598690055e-05
88,6.073066469980404e-05
89,1.2110425814171322e-05
90,3.083514093304984e-05
91,1.8993037883774377e-05
92,3.261912570451386e-05
93,6.486625352408737e-05
94,2.8023057893733494e-05
95,5.167468771105632e-05
96,5.37566484126728e-05
97,2.32581005548127e-05
98,1.2176286873000208e-05
99,6.886283517815173e-05
100,0.00038735903217457235
101,0.0003193563607055694
102,0.00031982609652914107
103,0.0002872863260563463
104,0.00030493957456201315
105,0.0002206500939792022
106,0.00015364165301434696
107,0.00015384484140668064
108,0.0001547154097352177
109,0.0001147867733379826
110,0.00012717238860204816
111,0.00011560496204765514
112,6.299066444626078e-05
113,0.00013944788952358067
114,5.738850450143218e-05
115,0.00011115336383227259
116,5.851339301443659e-05
117,8.071979391388595e-05
118,9.60275501711294e-05
119,5.8944933698512614e-05
120,7.707977783866227e-05
121,6.915761332493275e-05
122,4.543111572274938e-05
123,7.368162187049165e-05
124,6.085043787606992e-05
125,7.435336010530591e-05
126,5.9623307606671005e-05
127,9.57068259594962e-05
128,8.607625204604119e-05
129,7.273073424585164e-05
130,6.909073272254318e-05
131,4.214174987282604e-05
132,5.8668156270869076e-05
133,5.255119685898535e-05
134,5.464804053190164e-05
135,3.991173434769735e-05
136,5.725322262151167e-05
137,4.932743468089029e-05
138,3.956450382247567e-05
139,4.1052633605431765e-05
140,4.6654506149934605e-05
141,4.381348117021844e-05
142,4.4125557906227186e-05
143,3.1243180274032056e-05
144,2.432200562907383e-05
145,2.1426678358693607e-05
146,2.9572875064332038e-05
147,4.949449066771194e-05
148,2.7531183150131255e-05
149,2.3050510208122432e-05
150,1.957554013642948e-05
151,2.1863790607312694e-05
152,1.4998848200775683e-05
153,2.734853478614241e-05
154,1.6448575479444116e-05
155,3.2663043384673074e-05
156,2.436319482512772e-05
157,2.1382171325967647e-05
158,1.6333578969351947e-05
159,1.6732585208956152e-05
160,2.398848664597608e-05
161,1.700523353065364e-05
162,2.2276683012023568e-05
163,1.4247882063500583e-05
164,1.4493742128252052e-05
165,1.3446588127408177e-05
166,2.691717781999614e-05
167,1.0857333109015599e-05
168,2.448124905640725e-05
169,2.0354420485091396e-05
170,1.614556458662264e-05
171,1.7944044884643517e-05
172,2.15482541534584e-05
173,1.8457691112416796e-05
174,9.711115126265213e-06
175,2.2674346837447956e-05
176,1.059232818079181e-05
177,1.6633390259812586e-05
178,1.4574826309399214e-05
179,1.519911802461138e-05
180,1.720561704132706e-05
181,1.54437220771797e-05
182,1.1301176527922507e-05
183,1.3727425539400429e-05
184,1.1128565347462427e-05
185,1.439271818526322e-05
186,2.490789302100893e-05
187,1.949159923242405e-05
188,4.167442966718227e-05
189,2.424374906695448e-05
190,3.240254955017008e-05
191,2.2516560420626774e-05
192,2.0597399270627648e-05
193,1.428091218258487e-05
194,9.039980795932934e-06
195,1.0140003723790869e-05
196,3.817748438450508e-05
197,2.208813930337783e-05
198,2.3632903321413323e-05
199,2.73573532467708e-05
200,0.00013321012374944985
201,9.969950042432174e-05
202,9.219090134138241e-05
203,9.841200517257676e-05
204,8.878741937223822e-05
205,9.034015238285065e-05
206,7.052600267343223e-05
207,8.613805403001606e-05
208,4.615580110112205e-05
209,8.387402340304106e-05
210,5.712648271583021e-05
211,5.126411997480318e-05
212,7.609074236825109e-05
213,5.33599013579078e-05
214,4.1282386519014835e-05
215,6.206394755281508e-05
216,3.9182938053272665e-05
217,4.164764686720446e-05
218,5.277300442685373e-05
219,3.6248198739485815e-05
220,5.313778092386201e-05
221,2.5184303012792952e-05
222,3.8817110180389136e-05
223,3.760160325327888e-05
224,2.8663145712926053e-05
225,3.645973629318178e-05
226,2.9152717615943402e-05
227,1.7832546291174367e-05
228,2.7775029593613e-05
229,3.260350786149502e-05
230,2.344783570151776e-05
231,2.254814353364054e-05
232,3.46933193213772e-05
233,2.4188668248825707e-05
234,2.612251955724787e-05
235,2.941314596682787e-05
236,2.0586470782291144e-05
237,3.0738345230929554e-05
238,2.2944146621739492e-05
239,2.2448395611718297e-05
240,1.963824252015911e-05
241,3.164700683555566e-05
242,2.0037734429934062e-05
243,2.438158480799757e-05
244,2.2903735953150317e-05
245,2.224339550593868e-05
246,1.6602220057393424e-05
247,1.9640423488453962e-05
248,1.2771723049809225e-05
249,1.7749696780811064e-05
250,1.061062630469678e-05
251,1.864682781160809e-05
252,2.3469092411687598e-05
253,1.7526803276268765e-05
254,1.4458679288509302e-05
255,2.6772813725983724e-05
256,1.4402277884073555e-05
257,1.1668757906591054e-05
258,1.1464246199466288e-05
259,1.727951348584611e-05
260,8.911576514947228e-06
261,1.5158419046201743e-05
262,1.3378712537814863e-05
263,1.0787344763230067e-05
264,2.1442641809699126e-05
265,1.4997780453995802e-05
266,1.312802851316519e-05
267,1.3955136637378018e-05
268,1.483898904552916e-05
269,1.1180406545463484e-05
270,1.0513116649235599e-05
271,1.3637583833769895e-05
272,1.4821572221990209e-05
273,7.817778168828227e-06
